week_start,account_id,plan,region,industry,acquisition_channel,account_age_weeks,seats,weekly_active_users,invited_users,sessions,core_actions,feature_a_users,feature_b_users,activation_rate,retention_rate_4w,nps_score,mrr_usd,expansion_mrr_usd,support_tickets,churned
2026-01-05,acct_00207,Growth,APAC,Professional Services,Partner,50,36,25,33,158,431,15,11,0.3939,0.6214,,770.46,0,2,False
2026-01-05,acct_00208,Starter,EMEA,Software,Partner,115,21,6,12,25,30,2,1,0.125,0.4113,,176.94,0,2,False
2026-01-05,acct_00209,Growth,North America,Professional Services,Outbound,99,151,111,125,384,1487,70,52,0.488,0.8062,,1317.4,22.1,4,False
2026-01-05,acct_00210,Starter,APAC,Software,Content,105,12,10,12,66,192,7,5,0.5,0.6542,,149.0,3.96,0,False
2026-01-05,acct_00211,Free,EMEA,Professional Services,Outbound,48,3,0,2,0,0,0,0,0,0.5309,,0,0,3,False
2026-01-05,acct_00212,Starter,North America,Professional Services,Organic,47,22,16,18,54,192,9,7,0.4444,0.6014,,180.04,0,3,False
2026-01-05,acct_00213,Growth,North America,Software,Outbound,56,17,14,15,94,280,9,6,0.5,0.6412,,680.1,10.72,2,False
2026-01-05,acct_00214,Growth,North America,Retail,Organic,127,30,17,24,101,191,8,6,0.2917,0.5642,,741.93,2.34,1,False
2026-01-05,acct_00215,Free,Latin America,Software,Partner,4,10,8,8,25,54,4,3,0.4375,0.5601,,0,0,2,False
2026-01-05,acct_00216,Starter,North America,Professional Services,Partner,49,13,7,7,24,25,2,1,0.2143,0.3762,,152.1,0.01,0,False
2026-01-05,acct_00217,Growth,EMEA,Healthcare,Outbound,88,20,20,20,64,152,16,13,0.725,0.8705,,694.37,3.72,2,False
2026-01-05,acct_00218,Growth,EMEA,Professional Services,Outbound,162,49,33,43,149,482,19,13,0.3721,0.5374,,832.29,26.19,2,False
2026-01-05,acct_00219,Growth,North America,Software,Paid Search,57,30,17,19,72,124,7,4,0.2895,0.4453,,741.93,3.8,3,False
2026-01-05,acct_00220,Growth,EMEA,Software,Outbound,111,63,47,58,258,850,29,22,0.4397,0.6324,,898.88,21.48,2,False
2026-01-05,acct_00221,Free,North America,Professional Services,Organic,67,4,0,1,0,0,0,0,0,0.1876,,0,0,3,False
2026-01-05,acct_00222,Starter,EMEA,Manufacturing,Paid Search,163,14,13,14,91,228,10,8,0.6429,0.8149,,155.21,2.94,1,False
2026-01-05,acct_00223,Enterprise,EMEA,Healthcare,Paid Search,28,532,390,474,1301,4414,257,195,0.4768,0.6505,,6253.33,34.96,13,False
2026-01-05,acct_00224,Growth,North America,Software,Content,142,52,39,52,162,287,27,21,0.4615,0.777,,846.56,7.43,1,False
2026-01-05,acct_00225,Free,North America,Financial Services,Organic,149,3,2,2,10,16,1,1,0.5,0.5452,,0,0,3,False
2026-01-05,acct_00226,Enterprise,EMEA,Software,Organic,102,296,292,296,1498,6889,266,219,0.8193,0.9947,,4876.67,13.85,6,False
2026-01-05,acct_00227,Starter,EMEA,Software,Organic,156,25,18,21,73,93,11,8,0.4524,0.6079,,189.35,5.87,3,False
2026-01-05,acct_00228,Free,North America,Professional Services,Outbound,67,5,2,3,9,23,1,1,0.3333,0.5032,,0,0,2,False
2026-01-05,acct_00229,Free,North America,Financial Services,Content,48,4,4,4,14,29,2,1,0.375,0.5619,,0,0,0,False
2026-01-05,acct_00230,Starter,APAC,Software,Organic,42,11,10,11,75,109,7,5,0.5455,0.6971,,145.9,3.84,1,False
2026-01-05,acct_00231,Free,North America,Retail,Organic,29,4,0,2,0,0,0,0,0,0.537,,0,0,2,False
2026-01-05,acct_00232,Free,North America,Healthcare,Outbound,142,2,0,1,0,0,0,0,0,0.289,,0,0,2,False
2026-01-05,acct_00233,Enterprise,APAC,Manufacturing,Partner,79,127,106,124,715,2369,81,64,0.5847,0.7875,,3890.83,54.24,3,False
2026-01-05,acct_00234,Growth,APAC,Financial Services,Partner,22,26,16,22,50,151,9,6,0.3409,0.6357,,722.9,0,1,False
2026-01-05,acct_00235,Starter,APAC,Professional Services,Paid Search,13,6,4,4,12,33,2,1,0.375,0.4412,,130.38,2.5,3,False
2026-01-05,acct_00236,Free,North America,Manufacturing,Organic,62,2,2,2,12,11,1,0,0.25,0.4139,,0,0,0,False
2026-01-05,acct_00237,Free,North America,Professional Services,Paid Search,120,6,3,4,21,29,1,1,0.25,0.3669,,0,0,1,False
2026-01-05,acct_00238,Starter,EMEA,Financial Services,Content,90,13,10,12,37,114,6,5,0.4583,0.6214,,152.1,3.4,3,False
2026-01-05,acct_00239,Growth,North America,Financial Services,Paid Search,80,108,78,99,366,1246,49,37,0.4343,0.6674,,1112.89,28.78,3,False
2026-01-05,acct_00240,Free,North America,Financial Services,Content,89,3,0,2,0,0,0,0,0,0.4535,,0,0,3,False
2026-01-05,acct_00241,Free,APAC,Software,Organic,46,2,1,1,3,4,0,0,0,0.1756,,0,0,3,False
2026-01-05,acct_00242,Growth,North America,Professional Services,Organic,17,26,22,26,53,155,19,15,0.6538,0.8842,,722.9,0,0,False
2026-01-05,acct_00243,Free,APAC,Manufacturing,Organic,157,2,2,2,13,26,1,0,0.25,0.4151,,0,0,3,False
2026-01-05,acct_00244,Free,North America,Software,Paid Search,95,1,0,1,0,0,0,0,0,0.5677,,0,0,1,False
2026-01-05,acct_00245,Growth,EMEA,Retail,Partner,128,33,27,31,203,485,21,17,0.6129,0.8035,,756.2,0,1,False
2026-01-05,acct_00246,Growth,EMEA,Financial Services,Organic,88,51,50,51,335,638,46,38,0.8235,0.9251,,841.8,11.39,1,False
2026-01-05,acct_00247,Free,North America,Retail,Content,161,4,0,2,0,0,0,0,0,0.4284,,0,0,1,False
2026-01-05,acct_00248,Starter,North America,Healthcare,Partner,46,7,5,5,14,30,3,2,0.5,0.5313,,133.48,1.33,3,False
2026-01-05,acct_00249,Growth,North America,Retail,Partner,133,67,51,64,260,762,34,26,0.4688,0.682,,917.9,3.0,2,False
2026-01-05,acct_00250,Free,North America,Healthcare,Outbound,130,2,0,1,0,0,0,0,0,0.4782,,0,0,4,False
2026-01-05,acct_00251,Starter,Latin America,Software,Organic,178,13,5,7,13,21,2,1,0.2143,0.4187,,152.1,0,1,False
2026-01-05,acct_00252,Free,North America,Financial Services,Organic,50,4,4,4,15,37,2,1,0.375,0.5433,,0,0,1,False
2026-01-05,acct_00253,Growth,APAC,Retail,Organic,164,21,17,20,91,342,12,9,0.525,0.7655,,699.12,9.8,0,False
2026-01-05,acct_00254,Starter,EMEA,Software,Organic,9,9,2,6,14,29,1,0,0.0833,0.4,,139.69,2.41,3,False
2026-01-05,acct_00255,Starter,North America,Retail,Organic,54,6,5,5,24,50,2,1,0.3,0.5174,,130.38,0,2,False
2026-01-05,acct_00256,Starter,North America,Manufacturing,Paid Search,126,13,10,13,58,188,8,6,0.5385,0.8417,,152.1,0.8,1,False
2026-01-05,acct_00257,Free,North America,Software,Outbound,114,5,3,3,8,16,1,0,0.1667,0.2944,,0,0,3,False
2026-01-05,acct_00258,Growth,North America,Manufacturing,Organic,125,79,58,70,447,821,37,28,0.4643,0.6015,,974.97,2.86,2,False
2026-01-05,acct_00259,Starter,North America,Financial Services,Content,142,5,2,4,8,21,1,1,0.25,0.6885,,127.27,0.83,0,False
2026-01-05,acct_00260,Enterprise,EMEA,Software,Content,119,367,256,345,1404,5206,159,118,0.4014,0.6831,,5290.83,32.2,9,False
2026-01-05,acct_00261,Growth,North America,Manufacturing,Partner,62,34,27,31,178,722,20,15,0.5645,0.8052,,760.95,0,1,False
2026-01-05,acct_00262,Growth,EMEA,Financial Services,Organic,160,50,21,26,120,278,8,4,0.2308,0.3121,,837.05,0,3,False
2026-01-05,acct_00263,Growth,EMEA,Software,Paid Search,113,60,43,53,253,391,28,21,0.4623,0.6563,,884.61,7.83,3,False
2026-01-05,acct_00264,Free,North America,Manufacturing,Paid Search,179,1,0,1,0,0,0,0,0,0.2115,,0,0,2,False
2026-01-05,acct_00265,Growth,North America,Software,Organic,125,33,17,24,63,119,9,6,0.3125,0.597,,756.2,0,2,False
2026-01-05,acct_00266,Growth,North America,Manufacturing,Organic,126,33,26,26,90,114,16,12,0.5385,0.5709,,756.2,7.23,1,False
2026-01-05,acct_00267,Starter,North America,Software,Organic,47,10,4,9,22,63,3,2,0.2778,0.6406,,142.79,2.1,2,False
2026-01-05,acct_00268,Free,North America,Healthcare,Content,101,3,0,2,0,0,0,0,0,0.4421,,0,0,3,False
2026-01-05,acct_00269,Starter,North America,Software,Outbound,158,12,4,6,21,24,1,1,0.1667,0.3247,,149.0,2.68,3,False
2026-01-05,acct_00270,Growth,North America,Financial Services,Content,153,34,31,34,179,546,27,22,0.7206,0.9176,,760.95,3.61,0,False
2026-01-05,acct_00271,Starter,North America,Software,Paid Search,48,6,6,6,32,61,3,2,0.4167,0.5759,,130.38,2.95,0,False
2026-01-05,acct_00272,Free,EMEA,Healthcare,Content,73,5,3,4,18,58,2,1,0.375,0.6409,,0,0,1,False
2026-01-05,acct_00273,Free,North America,Professional Services,Organic,65,3,0,2,0,0,0,0,0,0.4931,,0,0,1,False
2026-01-05,acct_00274,Growth,EMEA,Software,Content,158,46,30,31,220,315,16,11,0.4355,0.5649,,818.02,0,0,False
2026-01-05,acct_00275,Starter,North America,Healthcare,Outbound,64,12,3,6,17,38,1,1,0.1667,0.4103,,149.0,1.59,3,False
2026-01-05,acct_00276,Free,APAC,Software,Content,125,7,0,4,0,0,0,0,0,0.4261,,0,0,2,False
2026-01-05,acct_00277,Starter,North America,Software,Organic,83,11,7,8,32,38,4,3,0.4375,0.5438,,145.9,0.59,2,False
2026-01-05,acct_00278,Enterprise,North America,Professional Services,Organic,132,197,191,197,522,2028,172,141,0.7944,0.921,,4299.17,0,4,False
2026-01-05,acct_00279,Free,EMEA,Professional Services,Paid Search,141,5,5,5,33,49,3,3,0.6,0.7348,,0,0,0,False
2026-01-05,acct_00280,Free,APAC,Financial Services,Content,137,2,2,2,10,17,1,1,0.5,0.6858,,0,0,2,False
2026-01-05,acct_00281,Growth,North America,Professional Services,Content,175,36,26,35,164,379,21,17,0.5429,0.7985,,770.46,10.46,0,False
2026-01-05,acct_00282,Free,North America,Software,Partner,77,3,2,2,16,21,1,1,0.5,0.5501,,0,0,2,False
2026-01-05,acct_00283,Free,EMEA,Software,Outbound,6,2,1,1,2,4,0,0,0,0.4109,,0,0,2,False
2026-01-05,acct_00284,Starter,EMEA,Software,Paid Search,67,29,20,23,142,243,13,10,0.5,0.6577,,201.77,2.48,1,False
2026-01-05,acct_00285,Free,North America,Software,Outbound,98,7,4,4,18,25,2,1,0.375,0.4534,,0,0,3,False
2026-01-05,acct_00286,Growth,APAC,Professional Services,Partner,50,31,21,25,159,215,10,7,0.34,0.5411,,746.68,0,2,False
2026-01-05,acct_00287,Growth,EMEA,Financial Services,Paid Search,54,64,49,56,229,390,36,28,0.5714,0.7907,,903.63,0,2,False
2026-01-05,acct_00288,Starter,North America,Software,Content,163,10,5,6,33,101,2,2,0.3333,0.5246,,142.79,1.08,4,False
2026-01-05,acct_00289,Free,North America,Manufacturing,Partner,56,4,1,3,8,8,0,0,0,0.4944,,0,0,2,False
2026-01-05,acct_00290,Starter,EMEA,Financial Services,Partner,6,9,4,5,21,21,1,1,0.2,0.3898,,139.69,0,3,False
2026-01-05,acct_00291,Growth,North America,Software,Paid Search,67,31,20,25,78,135,11,7,0.36,0.603,,746.68,1.43,3,False
2026-01-05,acct_00292,Free,APAC,Healthcare,Partner,59,3,3,3,9,13,1,1,0.3333,0.5092,,0,0,1,False
2026-01-05,acct_00293,Starter,Latin America,Manufacturing,Partner,18,23,10,14,66,94,4,3,0.25,0.4158,,183.15,0.26,2,False
2026-01-05,acct_00294,Enterprise,North America,Retail,Content,46,386,299,386,2216,6220,208,160,0.4767,0.6769,,5401.67,66.25,10,False
2026-01-05,acct_00295,Starter,North America,Financial Services,Organic,55,13,8,9,59,68,4,3,0.3889,0.522,,152.1,0.92,2,False
2026-01-05,acct_00296,Free,North America,Healthcare,Organic,152,4,1,3,4,9,0,0,0,0.4668,,0,0,2,False
2026-01-05,acct_00297,Free,North America,Retail,Outbound,149,4,1,3,3,3,0,0,0,0.5612,,0,0,2,False
2026-01-05,acct_00298,Growth,APAC,Software,Organic,87,18,15,18,99,442,11,8,0.5278,0.7738,,684.86,0,2,False
2026-01-05,acct_00299,Free,North America,Software,Content,24,2,0,2,0,0,0,0,0,0.622,,0,0,2,False
2026-01-05,acct_00300,Free,APAC,Software,Organic,82,3,1,2,3,5,0,0,0,0.3393,,0,0,2,False
2026-01-05,acct_00301,Free,APAC,Software,Organic,76,2,0,1,0,0,0,0,0,0.4991,,0,0,3,False
2026-01-05,acct_00302,Starter,Latin America,Retail,Content,18,14,11,12,74,280,8,6,0.5833,0.775,,155.21,3.33,0,False
2026-01-05,acct_00303,Enterprise,APAC,Software,Content,121,234,232,234,666,3357,211,174,0.8226,0.9323,,4515.0,19.34,7,False
2026-01-05,acct_00304,Starter,North America,Healthcare,Content,152,15,8,14,27,53,5,4,0.3214,0.6664,,158.31,0,1,False
2026-01-05,acct_00305,Growth,APAC,Manufacturing,Paid Search,22,80,52,75,194,575,32,24,0.3733,0.6289,,979.73,13.61,4,False
2026-01-05,acct_00306,Growth,North America,Software,Organic,141,97,97,97,514,2163,88,73,0.8299,0.9521,,1060.58,20.99,2,False
2026-01-05,acct_00307,Free,North America,Professional Services,Partner,10,4,4,4,24,36,2,1,0.375,0.4546,,0,0,1,False
2026-01-05,acct_00308,Starter,North America,Financial Services,Partner,83,13,8,13,55,148,6,4,0.3846,0.7263,,152.1,0,3,False
2026-01-05,acct_00309,Growth,APAC,Manufacturing,Outbound,48,40,26,32,166,311,14,10,0.375,0.5988,,789.49,7.11,2,False
2026-01-05,acct_00310,Free,APAC,Retail,Organic,39,3,1,2,5,12,0,0,0,0.5117,,0,0,2,False
2026-01-05,acct_00311,Starter,APAC,Healthcare,Organic,155,18,10,16,29,89,6,4,0.3125,0.5895,,167.62,0,2,False
2026-01-05,acct_00312,Starter,North America,Financial Services,Organic,77,8,6,6,35,142,4,3,0.5833,0.7174,,136.58,3.71,1,False
2026-01-05,acct_00313,Growth,North America,Software,Content,61,38,32,37,223,699,24,19,0.5811,0.8298,,779.98,8.88,3,False
2026-01-05,acct_00314,Growth,North America,Professional Services,Organic,167,24,19,24,88,242,14,11,0.5208,0.7324,,713.39,3.95,2,False
2026-01-05,acct_00315,Starter,APAC,Financial Services,Content,175,7,0,5,0,0,0,0,0,0.557,,133.48,0.31,1,False
2026-01-05,acct_00316,Starter,North America,Financial Services,Paid Search,127,9,8,9,25,86,7,6,0.7222,0.9352,,139.69,0,1,False
2026-01-05,acct_00317,Starter,APAC,Retail,Paid Search,65,7,6,6,39,52,3,2,0.4167,0.5669,,133.48,0,1,False
2026-01-05,acct_00318,Free,North America,Healthcare,Outbound,103,5,0,4,0,0,0,0,0,0.5245,,0,0,1,False
2026-01-05,acct_00319,Free,EMEA,Software,Organic,83,4,2,3,11,31,1,1,0.3333,0.6179,,0,0,1,False
2026-01-05,acct_00320,Starter,EMEA,Software,Paid Search,145,9,6,7,34,96,3,3,0.4286,0.5808,,139.69,0,2,False
2026-01-05,acct_00321,Free,North America,Financial Services,Content,86,8,3,5,17,31,1,1,0.2,0.3995,,0,0,2,False
2026-01-05,acct_00322,Starter,APAC,Software,Organic,56,16,12,15,62,200,7,5,0.4,0.6681,,161.42,0.97,2,False
2026-01-05,acct_00323,Free,North America,Professional Services,Partner,78,3,1,1,4,3,0,0,0,0.1793,,0,0,4,False
2026-01-05,acct_00324,Growth,EMEA,Software,Outbound,34,60,43,54,277,691,27,20,0.4352,0.6838,,884.61,7.34,2,False
2026-01-05,acct_00325,Growth,Latin America,Professional Services,Organic,121,25,25,25,123,355,23,19,0.84,0.9852,,718.15,0,0,False
2026-01-05,acct_00326,Free,North America,Professional Services,Outbound,52,3,1,2,8,14,0,0,0,0.4872,,0,0,2,False
2026-01-05,acct_00327,Free,North America,Professional Services,Partner,157,3,2,2,14,19,1,1,0.5,0.5022,,0,0,2,False
2026-01-05,acct_00328,Enterprise,EMEA,Professional Services,Organic,132,97,78,97,587,971,54,42,0.4948,0.6454,,3715.83,10.45,3,False
2026-01-05,acct_00329,Enterprise,Latin America,Manufacturing,Outbound,18,127,121,127,892,2761,106,86,0.7559,0.8703,,3890.83,116.07,2,False
2026-01-05,acct_00330,Free,North America,Software,Content,88,5,5,5,28,31,1,1,0.2,0.3272,,0,0,4,False
2026-01-05,acct_00331,Growth,APAC,Professional Services,Partner,169,41,34,39,111,327,26,21,0.6026,0.8041,,794.24,14.38,2,False
2026-01-05,acct_00332,Enterprise,APAC,Software,Organic,31,128,107,128,687,2132,80,63,0.5586,0.7833,,3896.67,27.2,4,False
2026-01-05,acct_00333,Free,North America,Software,Paid Search,141,4,1,2,8,13,0,0,0,0.4006,,0,0,3,False
2026-01-05,acct_00334,Free,EMEA,Healthcare,Outbound,180,9,5,5,24,19,2,1,0.3,0.3021,,0,0,2,False
2026-01-05,acct_00335,Free,Latin America,Software,Content,37,2,1,2,7,15,1,0,0.25,0.6141,,0,0,1,False
2026-01-05,acct_00336,Free,EMEA,Professional Services,Paid Search,38,2,1,1,2,2,0,0,0,0.5188,,0,0,2,False
2026-01-05,acct_00337,Growth,North America,Software,Organic,10,36,31,36,237,623,26,21,0.6528,0.8474,,770.46,6.67,3,False
2026-01-05,acct_00338,Free,North America,Financial Services,Organic,149,8,6,6,16,25,3,2,0.4167,0.5935,,0,0,2,False
2026-01-05,acct_00339,Starter,EMEA,Professional Services,Content,94,10,5,7,19,48,3,2,0.3571,0.5798,,142.79,1.18,2,False
2026-01-05,acct_00340,Growth,EMEA,Software,Paid Search,165,124,104,117,752,3105,79,62,0.6026,0.8213,,1188.99,5.38,3,False
2026-01-05,acct_00341,Starter,EMEA,Manufacturing,Paid Search,79,33,27,33,106,434,20,15,0.5303,0.7487,,214.19,0,2,False
2026-01-05,acct_00342,Free,North America,Software,Paid Search,88,2,0,1,0,0,0,0,0,0.4533,,0,0,3,False
2026-01-05,acct_00343,Starter,APAC,Software,Paid Search,58,9,3,5,10,12,1,1,0.2,0.4553,,139.69,0.85,2,False
2026-01-05,acct_00344,Growth,Latin America,Software,Organic,176,28,21,23,149,261,14,11,0.5435,0.7251,,732.42,0,1,False
2026-01-05,acct_00345,Starter,North America,Retail,Organic,51,8,4,8,13,51,3,2,0.3125,0.7403,,136.58,0,1,False
2026-01-05,acct_00346,Free,Latin America,Healthcare,Organic,138,7,1,4,6,15,0,0,0,0.4331,,0,0,0,False
2026-01-05,acct_00347,Free,EMEA,Software,Partner,112,7,6,6,19,38,2,1,0.25,0.517,,0,0,1,False
2026-01-05,acct_00348,Starter,North America,Professional Services,Partner,89,18,6,12,28,70,2,1,0.125,0.4388,,167.62,0.34,3,False
2026-01-05,acct_00349,Starter,EMEA,Financial Services,Paid Search,148,15,9,11,26,46,4,3,0.3182,0.5624,,158.31,1.74,3,False
2026-01-05,acct_00350,Free,APAC,Software,Organic,170,2,0,1,0,0,0,0,0,0.3048,,0,0,2,False
2026-01-05,acct_00351,Free,EMEA,Manufacturing,Organic,122,7,4,6,26,73,2,2,0.3333,0.6148,,0,0,1,False
2026-01-05,acct_00352,Starter,North America,Software,Content,52,6,2,3,12,25,1,0,0.1667,0.4426,,130.38,0,3,False
2026-01-05,acct_00353,Starter,APAC,Retail,Organic,98,12,4,8,10,13,2,1,0.1875,0.4354,,149.0,2.85,0,False
2026-01-05,acct_00354,Growth,EMEA,Retail,Content,125,33,21,27,118,435,13,9,0.4074,0.6338,,756.2,18.64,3,False
2026-01-05,acct_00355,Starter,Latin America,Software,Organic,110,10,4,6,25,26,2,1,0.25,0.4331,,142.79,0.44,1,False
2026-01-05,acct_00356,Growth,North America,Financial Services,Organic,89,35,28,34,180,396,19,15,0.5,0.7278,,765.71,9.42,4,False
2026-01-05,acct_00357,Growth,EMEA,Software,Organic,13,46,37,46,97,357,29,23,0.5652,0.7793,,818.02,3.61,3,False
2026-01-05,acct_00358,Starter,EMEA,Retail,Partner,103,9,4,6,24,24,2,1,0.25,0.4373,,139.69,1.47,2,False
2026-01-05,acct_00359,Growth,North America,Software,Organic,154,69,48,55,319,393,29,21,0.4545,0.571,,927.41,12.23,2,False
2026-01-05,acct_00360,Growth,North America,Software,Partner,50,44,35,41,151,541,25,19,0.5366,0.7215,,808.51,11.25,2,False
2026-01-05,acct_00361,Growth,North America,Software,Partner,115,63,53,61,212,536,39,31,0.5738,0.7241,,898.88,6.13,1,False
2026-01-05,acct_00362,Free,EMEA,Financial Services,Organic,154,2,0,2,0,0,0,0,0,0.5953,,0,0,1,False
2026-01-05,acct_00363,Growth,North America,Retail,Partner,27,66,48,54,262,999,29,21,0.463,0.6313,,913.14,2.78,5,False
2026-01-05,acct_00364,Free,North America,Software,Organic,80,2,2,2,6,13,1,0,0.25,0.4863,,0,0,3,False
2026-01-05,acct_00365,Starter,North America,Professional Services,Content,138,42,25,29,141,183,13,9,0.3793,0.5134,,242.12,4.04,3,False
2026-01-05,acct_00366,Growth,APAC,Financial Services,Content,100,33,31,33,123,530,27,22,0.7424,0.8495,,756.2,5.38,2,False
2026-01-05,acct_00367,Free,North America,Retail,Organic,118,13,7,7,31,70,2,1,0.2143,0.3773,,0,0,3,False
2026-01-05,acct_00368,Growth,North America,Software,Organic,129,52,33,39,112,157,19,14,0.4231,0.6231,,846.56,17.56,2,False
2026-01-05,acct_00369,Growth,EMEA,Software,Organic,120,49,40,44,251,707,30,23,0.6023,0.7444,,832.29,0,3,False
2026-01-05,acct_00370,Growth,APAC,Software,Content,50,17,13,16,77,283,9,7,0.5,0.717,,680.1,0,2,False
2026-01-05,acct_00371,Free,North America,Manufacturing,Paid Search,73,2,2,2,13,40,1,1,0.5,0.6061,,0,0,2,False
2026-01-05,acct_00372,Growth,EMEA,Healthcare,Partner,126,33,30,32,145,297,23,18,0.6406,0.7751,,756.2,0,1,False
2026-01-05,acct_00373,Growth,APAC,Software,Organic,130,31,19,29,52,195,11,8,0.3276,0.6191,,746.68,0,0,False
2026-01-05,acct_00374,Free,Latin America,Software,Partner,160,7,1,4,8,12,0,0,0,0.2846,,0,0,3,False
2026-01-05,acct_00375,Free,Latin America,Retail,Paid Search,98,5,1,4,6,12,0,0,0,0.5111,,0,0,2,False
2026-01-05,acct_00376,Free,EMEA,Professional Services,Paid Search,45,3,1,2,8,9,0,0,0,0.5153,,0,0,3,False
2026-01-05,acct_00377,Starter,EMEA,Retail,Outbound,48,4,1,3,4,6,1,0,0.1667,0.5161,,124.17,0.05,3,False
2026-01-05,acct_00378,Starter,APAC,Professional Services,Organic,58,22,11,18,61,149,6,4,0.2778,0.4818,,180.04,4.44,2,False
2026-01-05,acct_00379,Free,North America,Software,Outbound,36,1,0,1,0,0,0,0,0,0.6553,,0,0,1,False
2026-01-05,acct_00380,Free,APAC,Manufacturing,Paid Search,28,5,3,4,12,19,1,1,0.25,0.4921,,0,0,2,False
2026-01-05,acct_00381,Free,EMEA,Software,Content,102,3,3,3,21,43,1,1,0.3333,0.3431,,0,0,3,False
2026-01-05,acct_00382,Free,North America,Financial Services,Organic,173,5,2,2,12,7,0,0,0,0.1696,,0,0,5,False
2026-01-05,acct_00383,Growth,North America,Financial Services,Organic,173,30,29,29,163,512,22,17,0.6724,0.852,,741.93,5.55,2,False
2026-01-05,acct_00384,Growth,EMEA,Software,Content,116,56,29,35,141,221,13,9,0.3143,0.5046,,865.58,9.35,2,False
2026-01-05,acct_00385,Starter,North America,Manufacturing,Organic,61,11,5,9,17,40,3,2,0.2778,0.6207,,145.9,0,1,False
2026-01-05,acct_00386,Starter,EMEA,Software,Organic,138,9,8,8,47,98,6,4,0.625,0.6818,,139.69,0,1,False
2026-01-05,acct_00387,Enterprise,APAC,Healthcare,Organic,159,116,87,105,673,2226,58,44,0.4857,0.7008,,3826.67,0,2,False
2026-01-05,acct_00388,Starter,EMEA,Software,Organic,89,13,9,13,39,105,7,5,0.4615,0.8065,,152.1,1.86,0,False
2026-01-05,acct_00389,Starter,EMEA,Manufacturing,Organic,68,8,8,8,26,116,7,6,0.8125,0.9585,,136.58,2.92,0,False
2026-01-05,acct_00390,Free,North America,Software,Paid Search,96,3,3,3,17,16,1,1,0.3333,0.3563,,0,0,2,False
2026-01-05,acct_00391,Free,North America,Retail,Outbound,178,4,4,4,26,86,3,2,0.625,0.6683,,0,0,1,False
2026-01-05,acct_00392,Free,North America,Software,Content,91,4,1,2,4,7,0,0,0,0.5091,,0,0,1,False
2026-01-05,acct_00393,Starter,EMEA,Software,Content,87,20,14,15,84,253,7,5,0.4,0.5605,,173.83,0,5,False
2026-01-05,acct_00394,Free,EMEA,Retail,Partner,109,3,3,3,20,26,2,1,0.5,0.6559,,0,0,2,False
